Advertising,Digital Marketing,Sales,Marketing Research,Agency Fees,Training and Development,Promotions and Sponsorships
127,172,290,118,45,33,930
157,144,259,99,38,27,766
135,126,227,87,35,24,756
84,80,150,54,27,15,456
137,136,228,94,34,26,562
20,55,93,38,35,12,414
28,64,107,43,36,13,419
61,96,159,64,48,21,-161
367,422,494,72,55,23,558
465,516,576,60,51,19,-2572
572,422,553,72,58,23,558
12,29,49,20,17,5,464
10,26,44,18,16,5,478
15,32,53,21,17,5,480
-16,61,114,53,77,48,491
-22,61,113,53,72,48,491
10,72,110,39,60,36,560
17,65,117,53,49,20,361
16,34,57,23,18,6,868
42,47,84,32,19,8,813
22,34,56,23,17,6,868
82,146,291,145,64,40,1292
115,149,295,149,61,41,1245
23,82,149,67,59,25,391
23,72,129,58,51,22,338
29,77,139,63,52,23,397
22,70,134,56,55,21,385
16,130,223,93,114,84,692
27,134,245,96,116,87,683
51,103,180,77,52,25,432
50,103,180,77,53,25,423
55,108,188,80,53,26,415
58,112,195,83,54,27,433
73,132,231,99,59,32,565
79,103,201,77,55,25,432
86,114,212,85,56,28,555
85,112,208,83,55,27,575
38,81,150,69,43,21,965
42,84,154,70,42,21,957
53,99,182,83,46,25,1063
61,84,165,71,43,22,950
47,62,109,48,26,15,593
57,99,159,60,42,18,329
68,84,142,49,38,15,342
55,78,124,47,35,14,371
57,79,125,47,35,14,366
74,75,134,51,25,14,857
38,77,129,52,39,16,376
3,90,155,65,87,58,513
1,87,150,63,86,57,521
-3,75,127,53,72,48,597
245,387,645,258,142,90,2067
-142,-31,169,200,111,66,2393
54,108,180,72,54,23,541
48,102,170,68,54,22,559
30,79,131,52,49,17,668
39,173,318,125,147,113,729
326,335,626,252,115,83,1316
334,341,637,257,116,84,1662
157,145,261,100,39,28,822
188,284,525,241,96,74,1321
240,247,486,209,85,64,969
265,288,527,244,89,75,1213
91,126,213,87,35,24,756
98,136,230,94,38,26,562
165,261,521,260,96,72,1559
220,239,509,239,91,66,1464
27,88,160,72,61,27,606
33,60,109,50,33,15,1064
56,81,160,69,43,21,1060
-4,42,76,34,46,12,197
1,48,86,38,47,14,248
0,46,81,36,43,13,252
28,48,80,32,20,8,841
27,47,79,32,20,8,837
42,47,84,32,19,8,833
-8,61,104,43,69,39,282
-5,69,118,49,74,44,335
-9,63,114,44,69,40,251
-9,63,114,44,69,40,261
-32,18,102,84,50,26,625
-12,49,169,120,61,37,1334
-39,23,116,86,49,26,1698
24,68,171,92,52,28,1898
11,49,85,36,38,11,187
9,47,82,35,38,11,248
13,47,87,35,38,11,191
16,51,94,37,40,12,195
19,53,91,39,36,12,212
-3,42,75,33,45,12,162
-11,31,56,25,42,9,209
-13,36,69,29,45,11,169
-6,42,75,34,43,12,182
26,62,107,46,40,15,415
29,64,107,43,35,13,424
-6,65,112,47,71,42,521
83,149,298,149,66,41,1245
13,67,121,54,54,20,337
12,64,115,51,52,19,396
16,69,124,55,53,20,410
19,67,129,54,54,20,337
9,57,109,45,51,17,409
18,66,128,54,54,20,404
9,57,110,46,51,17,422
12,29,49,20,17,5,464
25,34,60,22,17,6,452
23,43,72,29,20,8,862
45,52,94,36,22,10,862
96,123,218,82,58,27,788
89,143,245,102,54,31,666
110,125,228,89,51,27,481
177,195,333,141,62,43,692
142,161,275,116,54,35,678
113,127,232,91,51,28,656
66,114,193,79,48,25,425
75,125,211,86,50,27,463
50,93,156,63,43,20,446
105,125,209,86,46,27,454
83,99,178,68,43,21,445
17,134,230,96,117,87,683
2,90,154,64,88,58,551
2,87,149,62,85,56,612
12,105,201,75,102,68,522
4,90,165,65,87,58,513
18,74,133,59,56,22,377
20,77,140,63,57,23,397
13,67,121,54,54,20,391
24,70,134,56,54,21,385
40,84,155,71,44,22,950
61,81,168,69,44,21,965
61,84,164,70,43,21,957
68,96,175,81,44,25,1046
98,123,224,103,48,31,1073
67,89,175,75,44,23,1063
75,135,225,90,60,29,1148
104,135,223,90,56,29,1148
47,71,119,48,24,13,829
46,71,120,49,25,13,845
51,59,98,40,20,11,843
70,71,127,48,24,13,834
68,71,128,49,25,13,845
54,94,151,57,40,17,349
49,88,141,53,39,16,321
92,105,178,62,43,19,346
61,82,129,48,35,14,351
58,79,125,47,34,14,366
85,99,169,60,42,18,329
61,81,146,56,40,17,382
37,65,109,45,35,14,410
35,62,110,48,27,15,623
52,63,119,49,28,16,611
47,58,110,45,26,14,605
23,39,68,30,20,9,581
16,30,55,22,19,7,570
183,277,512,235,94,72,1060
206,307,567,260,101,80,1319
243,252,496,213,88,66,942
101,107,202,83,39,27,613
94,107,188,83,36,27,574
88,124,210,86,36,24,499
77,79,142,54,27,15,601
19,62,108,46,43,15,415
42,64,114,43,36,13,419
36,60,108,41,36,13,435
30,79,131,52,49,17,-587
275,281,554,239,96,74,1246
258,265,522,225,91,69,1272
68,107,190,83,39,27,613
166,163,274,113,40,31,897
116,111,199,76,33,21,580
38,76,128,52,38,16,357
46,90,165,75,44,23,956
45,89,163,74,44,22,949
47,91,167,76,44,23,965
38,80,148,68,42,21,998
36,77,142,65,41,20,1042
32,72,132,60,40,18,1070
36,77,142,65,41,20,1053
36,76,139,63,40,19,1075
67,89,174,74,44,22,949
52,80,147,68,39,21,998
50,77,141,65,38,20,1042
33,60,109,50,33,15,1064
49,74,145,62,41,19,1059
53,77,151,65,41,20,1053
58,81,160,69,42,21,1060
53,76,148,63,40,19,1075
30,75,130,55,45,18,312
30,75,130,55,45,18,305
25,68,119,51,43,16,311
22,65,113,48,43,15,334
15,56,98,42,41,13,384
22,65,113,48,43,15,380
22,64,111,47,42,15,375
27,71,124,53,44,17,380
47,75,145,55,47,18,312
45,75,139,55,45,18,305
37,68,127,51,43,16,311
30,65,112,48,40,15,334
26,62,107,46,40,15,367
22,57,99,43,38,14,388
21,56,97,42,38,13,384
33,64,118,47,42,15,375
40,71,132,53,44,17,380
31,65,121,49,44,16,392
41,107,193,86,66,32,484
38,104,189,85,66,32,476
34,98,178,80,64,30,494
34,96,173,77,62,29,529
32,93,169,76,61,28,580
31,93,169,76,62,28,613
27,88,160,72,61,27,606
34,98,177,79,64,30,593
26,85,153,68,59,25,619
61,107,206,86,66,32,484
56,104,201,85,66,32,476
47,96,171,77,58,29,529
44,93,167,76,57,28,580
43,93,167,76,58,28,613
36,83,160,67,59,25,599
50,98,189,79,64,30,593
56,102,196,82,64,31,601
-9,36,65,29,45,11,169
-6,38,68,30,44,11,165
-4,42,75,33,46,12,162
-8,36,65,29,44,11,169
-3,43,78,35,46,13,204
1,49,89,40,48,15,219
-9,36,65,29,45,11,215
-13,30,54,24,43,9,212
-12,31,56,25,43,9,209
-15,25,45,20,40,7,218
-14,36,73,29,47,11,169
-9,38,72,30,44,11,165
-6,42,80,33,46,12,162
-4,43,77,35,43,13,204
1,49,88,40,45,15,219
-12,36,64,29,42,11,215
-19,30,58,24,43,9,212
-18,31,60,25,43,9,209
-4,42,81,34,45,12,211
-22,25,48,20,40,7,218
34,63,112,49,29,16,623
36,63,111,48,27,15,599
35,63,111,48,28,15,593
56,90,159,69,34,22,572
85,130,231,101,45,33,552
77,120,214,94,43,31,540
53,63,125,49,30,16,623
52,63,119,49,28,16,617
55,67,127,52,30,17,605
50,63,110,48,25,15,599
44,60,105,46,26,15,587
86,99,174,77,34,25,581
129,133,251,103,46,33,564
114,120,228,94,43,31,540
47,73,123,50,26,14,821
48,73,123,50,25,14,814
47,72,121,49,25,13,809
43,68,115,47,25,13,821
42,65,109,44,23,12,844
34,55,92,37,21,10,876
28,49,83,34,21,9,890
40,64,108,44,24,12,886
37,59,99,40,22,11,881
52,78,132,54,26,15,885
47,73,123,50,26,14,898
73,73,138,50,27,14,821
71,73,131,50,25,14,814
70,72,129,49,25,13,809
64,68,123,47,25,13,821
58,65,108,44,21,12,844
47,55,91,37,20,10,876
43,52,86,35,20,9,894
39,49,82,34,20,9,890
59,64,115,44,24,12,886
55,59,106,40,22,11,881
77,78,141,54,26,15,885
70,73,131,50,26,14,898
24,60,101,41,36,13,236
28,64,107,43,36,13,231
34,72,121,49,38,15,241
34,74,125,51,40,16,265
42,82,138,56,40,17,302
48,90,151,61,42,19,329
34,71,120,49,37,15,315
36,75,127,52,39,16,327
33,55,104,38,36,12,241
36,60,108,41,36,13,236
42,64,114,43,36,13,231
47,74,124,51,37,16,265
58,82,137,56,37,17,302
66,90,150,61,39,19,329
68,90,150,61,38,19,322
45,67,120,46,37,14,316
53,75,135,52,39,16,327
25,72,120,48,47,15,372
24,69,114,45,45,14,366
26,72,119,47,46,15,361
28,75,125,50,47,16,372
32,80,132,52,48,17,397
42,94,156,62,52,20,436
44,96,160,64,52,21,467
44,96,160,64,52,21,460
34,84,139,55,50,18,453
23,69,114,45,46,14,447
20,66,109,43,46,14,452
39,72,134,48,49,15,372
36,69,121,45,45,14,366
39,72,127,47,46,15,361
42,75,133,50,47,16,372
44,80,131,52,45,17,397
61,96,159,64,48,21,467
61,96,159,64,48,21,460
50,84,148,55,50,18,453
34,69,121,45,46,14,447
30,66,116,43,46,14,452
42,74,130,48,46,15,462
-40,11,99,88,51,27,525
-31,18,102,84,49,26,625
-11,40,133,93,51,28,840
-15,38,136,98,53,30,973
-33,25,141,116,58,35,1142
-27,23,109,86,50,26,1698
17,68,160,92,51,28,1898
-62,11,111,88,54,27,525
-46,18,109,84,49,26,625
-16,40,142,93,51,28,840
-46,25,140,116,54,35,1142
-67,11,123,104,56,32,1574
-40,23,116,86,50,26,1698
-12,40,130,82,48,25,1804
25,68,171,92,51,28,1898
-10,53,90,37,63,34,261
-7,61,104,43,68,39,256
-6,63,107,44,69,40,261
-8,61,104,43,69,39,282
0,82,141,59,82,53,338
-7,62,106,44,69,40,325
-7,62,106,44,69,40,325
-4,69,118,49,73,44,335
-16,53,101,37,66,34,261
-10,63,114,44,70,40,251
-9,63,114,44,69,40,261
-11,61,103,43,64,39,282
-4,73,124,52,71,47,313
3,88,150,63,80,57,332
-9,64,116,45,70,41,320
-10,62,113,44,69,40,325
-6,69,126,49,73,44,335
9,47,82,35,38,11,196
9,47,82,35,38,11,191
10,49,85,36,39,11,187
11,51,88,37,40,12,195
14,53,92,39,39,12,212
17,59,103,44,42,14,258
19,60,105,45,41,14,253
14,53,92,39,39,12,244
9,47,82,35,38,11,248
19,53,91,39,36,12,212
19,55,95,41,38,13,239
26,60,104,45,38,14,253
18,52,97,39,40,12,248
21,53,98,39,39,12,244
13,47,87,35,38,11,248
18,51,95,38,39,12,256
44,68,114,46,24,12,777
38,61,103,42,23,11,771
45,70,118,48,25,13,766
43,67,112,45,24,12,777
36,58,97,39,22,10,799
31,53,89,36,22,10,828
27,47,79,32,20,8,837
27,48,81,33,21,9,836
26,46,77,31,20,8,844
69,68,128,46,25,12,777
56,61,110,42,23,11,771
64,67,119,45,24,12,777
50,58,96,39,20,10,799
43,53,88,36,20,10,828
50,57,95,39,20,10,845
39,48,79,32,19,8,841
40,47,84,32,20,8,837
42,47,84,32,19,8,833
40,48,86,33,21,9,836
39,46,82,31,20,8,844
26,71,123,52,45,17,405
-2,75,128,53,77,48,458
-6,73,133,52,77,47,421
107,182,363,181,75,50,1283
115,149,295,149,61,41,1245
129,155,330,155,68,43,1280
43,48,85,32,19,8,482
32,42,70,29,18,8,835
43,49,87,33,20,9,870
87,150,249,99,63,32,798
265,288,527,244,89,75,1213
54,68,119,52,27,17,554
99,136,230,94,37,26,562
145,145,243,100,37,28,598
28,73,127,54,45,17,424
42,64,114,43,36,13,424
115,186,310,124,71,40,961
114,186,309,123,72,40,932
79,140,232,92,61,30,1102
75,135,225,90,60,29,1139
135,165,273,110,62,36,1020
35,56,94,38,21,10,777
21,39,66,27,18,7,772
18,37,62,25,19,7,775
17,34,57,23,17,6,787
55,56,105,38,22,10,777
27,37,66,25,19,7,769
21,31,51,20,15,5,804
3,90,154,64,87,58,551
-2,76,131,55,78,49,627
-7,66,112,47,66,42,622
-11,61,104,44,64,39,617
3,86,157,61,84,55,613
30,75,130,55,45,18,312
24,68,119,51,44,16,311
19,62,108,46,43,15,367
41,107,193,86,66,32,484
27,85,153,68,58,25,619
61,107,206,86,66,32,484
46,96,171,77,59,29,529
56,102,196,82,64,31,601
47,92,170,78,45,24,965
38,80,148,68,42,21,998
36,77,142,65,41,20,1042
33,74,136,62,41,19,1059
38,81,150,69,43,21,1060
36,76,139,63,40,19,1075
68,89,174,74,43,22,949
68,91,178,76,45,23,965
33,60,109,50,33,15,1064
47,73,123,50,26,14,821
48,73,123,50,25,14,814
71,73,131,50,25,14,814
58,65,108,44,21,12,844
53,59,106,40,23,11,881
-3,73,125,52,76,47,421
-2,75,128,53,77,48,458
-7,65,112,47,72,42,521
2,87,168,63,90,57,435
-4,73,133,52,76,47,433
-8,63,106,44,64,40,496
-14,56,94,39,61,36,517
-4,74,134,52,77,47,509
-7,71,130,51,76,46,503
28,93,160,67,65,22,400
25,90,155,65,65,21,392
24,87,149,62,63,20,385
8,70,119,49,62,16,399
1,57,98,41,56,13,482
44,93,179,67,68,22,400
37,90,165,65,65,21,392
6,65,111,47,57,15,456
31,84,153,60,63,19,463
34,72,121,49,38,15,351
28,64,107,43,36,13,363
18,51,85,34,33,10,432
32,68,114,46,36,14,424
25,60,101,41,35,13,435
28,55,92,38,33,12,414
26,51,84,34,30,10,428
42,64,114,43,36,13,424
47,68,121,46,36,14,424
71,120,206,86,49,26,490
105,164,282,118,59,36,636
129,195,336,141,66,43,692
121,186,320,134,65,41,690
145,164,279,118,55,36,636
141,161,275,116,55,35,678
180,186,341,134,65,41,690
33,80,140,60,47,19,336
24,68,118,50,44,16,397
20,63,110,47,43,15,420
19,62,108,46,43,15,415
33,79,138,59,46,19,411
28,73,127,54,45,17,424
51,80,157,60,49,19,336
47,77,143,57,45,18,323
28,63,109,47,40,15,420
42,72,133,53,44,17,410
42,73,135,54,45,17,424
93,163,325,162,70,45,1091
81,146,291,145,65,40,1292
91,161,322,161,70,45,1267
108,182,363,181,74,50,1283
147,170,362,170,71,47,1073
140,163,346,162,69,45,1059
115,149,295,149,61,41,1245
112,146,288,145,60,40,1304
135,161,343,161,70,45,1267
26,45,75,30,19,8,794
24,44,74,30,20,8,829
19,38,63,25,19,7,823
51,54,101,36,22,10,777
42,48,86,33,20,9,772
49,55,98,37,22,10,768
36,45,74,30,18,8,794
33,44,73,30,19,8,829
25,36,65,25,19,7,823
28,36,64,24,17,6,829
29,56,100,44,27,14,623
30,56,99,43,26,14,597
27,53,94,41,26,13,592
45,56,112,44,28,14,623
45,56,107,44,26,14,618
43,55,104,43,26,14,613
41,56,98,43,24,14,597
37,53,93,41,24,13,592
98,104,197,81,38,26,551
15,32,53,21,17,5,454
12,29,49,20,17,5,464
9,26,44,18,17,5,478
9,25,41,16,16,4,484
25,34,60,22,17,6,452
17,29,49,20,16,5,464
12,26,44,18,16,5,486
42,48,85,32,20,8,482
68,126,210,84,58,27,651
68,126,210,84,58,27,632
79,141,235,94,62,31,697
100,167,278,111,67,36,767
104,172,286,114,68,37,822
106,126,235,84,61,27,651
92,120,213,80,58,26,640
108,134,237,88,61,29,653
109,141,233,94,58,31,697
138,167,276,111,62,36,767
129,150,265,99,63,32,798
95,123,218,82,59,27,788
92,119,210,78,57,25,798
16,72,130,58,56,22,338
18,73,132,59,55,22,331
11,64,115,51,53,19,396
6,57,102,45,51,17,409
12,66,120,54,54,20,404
25,72,145,58,59,22,338
22,71,137,58,56,22,325
24,69,132,55,53,20,410
30,51,86,35,21,9,776
46,70,118,48,24,13,839
50,56,100,38,22,10,772
63,70,117,48,22,13,839
44,68,115,47,24,13,772
63,91,154,63,28,17,864
50,75,126,51,25,14,857
28,47,78,31,19,8,856
65,68,123,47,24,13,772
71,72,129,49,24,13,779
80,85,143,59,25,16,870
74,75,134,51,25,14,857
42,47,83,31,19,8,856
65,109,174,65,44,20,372
93,105,178,62,42,19,346
38,77,129,52,39,16,376
21,54,90,36,33,11,458
46,68,121,46,37,14,388
29,54,89,36,31,11,458
61,99,176,77,38,25,581
56,67,127,52,29,17,605
84,99,174,77,35,25,581
40,105,190,85,65,32,494
34,98,177,79,64,30,593
58,104,201,85,65,32,476
8,105,180,75,97,68,522
1,86,147,61,85,55,-906
12,105,201,75,102,68,522
1,84,153,60,83,54,-762
26,72,120,48,46,15,372
24,69,114,45,45,14,366
26,72,119,47,46,15,361
27,75,125,50,48,16,372
31,80,132,52,49,17,397
43,94,156,62,51,20,436
44,96,160,64,52,21,467
44,96,160,64,52,21,460
34,84,139,55,50,18,453
23,69,114,45,46,14,447
20,66,109,43,46,14,452
27,74,122,48,47,15,462
41,72,134,48,48,15,372
36,69,121,45,45,14,366
39,72,127,47,46,15,361
40,75,133,50,48,16,372
43,80,131,52,46,17,397
59,94,155,62,47,20,436
61,96,159,64,48,21,467
61,96,159,64,48,21,460
50,84,148,55,50,18,453
34,69,121,45,46,14,447
30,66,116,43,46,14,452
40,74,130,48,47,15,462
-39,11,99,88,50,27,525
-31,18,102,84,49,26,625
-33,18,106,88,51,27,715
-11,40,133,93,51,28,840
-15,38,136,98,53,30,973
-34,25,141,116,59,35,1142
-11,49,169,120,60,37,1334
-42,19,139,120,61,37,1439
-44,11,115,104,55,32,1574
-26,23,109,86,49,26,1698
-8,40,122,82,48,25,1804
16,68,160,92,52,28,1898
-61,11,111,88,52,27,525
-46,18,109,84,49,26,625
-49,18,113,88,51,27,715
-16,40,142,93,51,28,840
-21,38,135,98,49,30,973
-47,25,140,116,55,35,1142
-15,49,167,120,56,37,1334
-58,19,138,120,57,37,1439
-65,11,123,104,55,32,1574
-39,23,116,86,49,26,1698
-12,40,130,82,48,25,1804
24,68,171,92,52,28,1898
-10,53,90,37,63,34,261
-7,61,104,43,68,39,256
-7,63,107,44,70,40,251
-6,63,107,44,69,40,261
-7,61,104,43,68,39,282
-3,73,125,52,76,47,313
-1,82,141,59,83,53,338
2,88,151,63,86,57,332
-8,62,106,44,70,40,325
-6,64,109,45,70,41,320
-7,62,106,44,69,40,325
-5,69,118,49,74,44,335
-16,53,101,37,66,34,261
-10,61,111,43,68,39,256
-10,63,114,44,70,40,251
-9,63,114,44,69,40,261
-10,61,103,43,63,39,282
-4,73,124,52,71,47,313
-1,82,140,59,77,53,338
3,88,150,63,80,57,332
-12,62,113,44,70,40,325
-9,64,116,45,70,41,320
-10,62,113,44,69,40,325
-7,69,126,49,74,44,335
9,47,82,35,38,11,196
8,47,82,35,39,11,191
11,49,85,36,38,11,187
12,51,88,37,39,12,195
14,53,92,39,39,12,212
14,55,96,41,41,13,239
18,59,103,44,41,14,258
18,60,105,45,42,14,253
13,52,91,39,39,12,248
14,53,92,39,39,12,244
8,47,82,35,39,11,248
12,51,89,38,39,12,256
14,47,92,35,40,11,196
12,47,87,35,39,11,191
16,49,91,36,38,11,187
18,51,94,37,39,12,195
19,53,91,39,36,12,212
19,55,95,41,38,13,239
25,59,102,44,38,14,258
25,60,104,45,39,14,253
19,52,97,39,39,12,248
21,53,98,39,39,12,244
12,47,87,35,39,11,248
18,51,95,38,39,12,256
11,27,45,18,16,5,821
10,27,45,18,17,5,818
10,27,45,18,17,5,816
12,28,47,19,16,5,820
12,29,49,20,17,5,829
18,35,58,23,17,6,843
17,36,61,25,19,7,854
19,38,63,25,19,7,851
13,29,48,19,16,5,848
14,31,52,21,17,5,846
9,24,39,15,15,4,848
9,25,41,16,16,4,851
17,27,50,18,17,5,821
15,27,48,18,17,5,818
15,27,48,18,17,5,816
18,28,50,19,16,5,820
17,29,49,20,16,5,829
25,35,57,23,16,6,843
23,36,60,25,18,7,854
26,38,62,25,18,7,851
19,29,51,19,16,5,848
21,31,55,21,17,5,846
13,24,42,15,15,4,848
13,25,44,16,16,4,851
4,34,62,28,30,8,965
5,35,63,28,30,8,961
5,35,63,28,30,8,958
3,33,61,28,30,8,964
7,37,68,31,30,9,976
8,38,70,32,30,9,996
10,41,75,34,31,10,1010
15,49,90,41,34,12,1007
8,39,72,33,31,10,1003
6,37,68,31,31,9,1000
5,35,64,29,30,8,1003
7,38,69,31,31,9,1009
6,34,69,28,32,8,965
7,35,67,28,30,8,961
7,35,67,28,30,8,958
4,33,65,28,30,8,964
10,37,67,31,28,9,976
11,38,69,32,28,9,996
14,41,74,34,29,10,1010
21,49,89,41,32,12,1007
12,39,77,33,31,10,1003
9,37,72,31,31,9,1000
7,35,68,29,30,8,1003
10,38,74,31,31,9,1009
-8,36,65,29,44,11,169
-7,38,68,30,45,11,104
-3,42,75,33,45,12,36
-9,36,65,29,45,11,-39
-4,42,76,34,46,12,-104
-3,43,78,35,46,13,-180
1,49,89,40,48,15,-258
-8,36,65,29,44,11,-347
-12,30,54,24,42,9,-412
-12,31,56,25,43,9,-466
-4,42,76,34,46,12,-522
-15,25,45,20,40,7,-598
-12,36,73,29,46,11,169
-10,38,72,30,45,11,104
-4,42,80,33,45,12,36
-13,36,69,29,45,11,-39
-6,42,75,34,43,12,-104
-4,43,77,35,43,13,-180
1,49,88,40,45,15,-258
-11,36,64,29,41,11,-347
-18,30,58,24,42,9,-412
-18,31,60,25,43,9,-466
-6,42,81,34,46,12,-522
-22,25,48,20,40,7,-598
564,613,665,52,49,17,-1493
563,612,664,52,49,17,-2033
9,25,41,16,16,4,484
-4,74,128,54,78,49,451
-4,73,125,52,77,47,446
-31,46,98,52,77,47,520
16,71,129,58,55,22,325
13,67,121,54,54,20,337
7,57,103,46,50,17,422
27,73,141,59,55,22,331
29,48,80,32,19,8,821
16,33,55,22,17,6,865
20,39,66,27,19,7,859
42,48,85,32,20,8,817
22,33,55,22,16,6,865
99,170,340,170,71,47,1073
94,163,325,162,69,45,1059
108,182,363,181,74,50,1283
140,163,346,162,69,45,1091
137,161,343,161,69,45,1267
44,84,142,58,40,18,331
54,100,169,69,46,22,340
76,125,211,86,49,27,454
71,89,160,61,41,19,325
9,111,190,79,102,72,551
20,145,250,105,125,95,716
14,111,213,79,107,72,551
24,130,239,94,114,85,694
-4,75,127,53,73,48,597
1,86,157,61,85,55,613
-4,76,140,55,79,49,627
23,80,145,65,57,24,403
34,80,155,65,57,24,403
41,84,154,70,43,21,957
105,174,289,115,69,37,1166
179,186,347,124,75,40,961
135,165,273,110,62,36,1020
135,155,275,103,64,33,1130
34,56,94,38,22,10,772
30,51,86,35,21,9,776
40,64,107,43,24,12,822
37,59,99,40,22,11,843
44,68,115,47,24,13,834
50,56,100,38,22,10,772
43,49,87,33,20,9,768
70,71,127,48,24,13,829
44,82,130,48,38,14,351
29,65,104,39,36,12,380
30,66,107,41,36,12,320
73,88,150,53,39,16,321
20,54,90,36,34,11,462
28,63,106,43,35,13,466
28,54,89,36,32,11,462
46,67,120,46,36,14,454
46,67,120,46,36,14,449
47,62,109,48,26,15,593
83,110,194,72,54,23,650
70,101,179,67,54,22,677
102,139,234,95,37,26,821
258,265,522,225,91,69,1272
135,126,227,87,35,24,756
228,261,516,260,89,72,1715
148,130,245,89,37,24,777
105,145,245,100,40,28,598
42,74,137,55,46,18,336
25,61,103,42,36,13,384
58,114,189,75,56,24,378
47,101,168,67,54,22,-1239
24,68,118,50,44,16,397
29,73,127,54,44,17,424
33,68,117,50,41,16,397
28,63,109,47,40,15,420
38,76,128,52,38,16,357
27,64,107,43,37,13,363
24,61,103,42,37,13,384
18,51,85,34,33,10,432
-4,73,125,52,77,47,421
-3,73,125,52,76,47,433
0,87,168,63,91,57,435
-4,75,137,54,78,49,427
-4,73,133,52,76,47,433
-15,52,88,37,59,33,513
-9,65,119,47,71,42,521
94,163,325,162,69,45,1059
81,146,291,145,65,40,1292
87,155,310,155,68,43,1280
145,170,362,170,72,47,1073
112,146,288,145,60,40,1292
137,161,343,161,69,45,1267
11,64,115,51,53,19,419
27,73,141,59,55,22,331
12,26,44,18,16,5,486
12,25,41,16,15,4,484
21,30,53,20,16,5,482
18,36,60,24,18,6,856
20,39,66,27,19,7,859
42,48,85,32,20,8,817
42,47,84,32,19,8,813
25,36,59,24,17,6,856
22,33,55,22,16,6,865
68,126,210,84,58,27,632
99,167,278,111,68,36,767
72,133,221,88,61,29,817
106,126,235,84,61,27,651
101,126,224,84,58,27,632
109,141,233,94,58,31,697
107,133,236,88,61,29,817
71,120,206,86,49,26,490
74,125,214,89,51,27,481
101,159,273,114,58,35,555
128,195,336,141,67,43,692
81,134,230,96,53,29,666
139,159,271,114,54,35,555
180,186,341,134,65,41,690
11,28,47,19,17,5,820
16,28,50,19,17,5,820
22,31,55,21,16,5,846
3,33,61,28,30,8,964
7,37,68,31,30,9,976
7,37,68,31,30,9,1000
9,35,67,28,29,8,958
10,39,77,33,32,10,1003
10,37,72,31,30,9,1000
7,35,68,29,30,8,1003
11,30,52,22,19,7,611
19,31,60,23,20,7,623
15,30,52,22,18,7,611
15,30,52,22,18,7,608
15,32,53,21,17,5,798
18,35,58,23,17,6,803
16,34,56,22,18,6,802
17,35,58,23,18,6,807
13,25,44,16,16,4,772
15,26,46,17,16,4,776
17,29,49,20,16,5,784
24,34,60,22,18,6,802
25,35,62,23,18,6,807
31,43,43,0,12,0,645
31,43,43,0,12,0,516
16,26,48,17,17,4,777
46,43,46,0,12,0,387
362,392,681,295,121,97,1714
321,329,614,247,113,81,1744
122,185,312,127,63,40,671
208,222,373,154,66,49,817
171,176,318,122,61,39,801
169,176,318,122,62,39,789
183,185,332,127,62,40,830
148,239,478,239,91,66,1417
167,266,532,266,99,74,1819
167,266,532,266,99,74,1797
221,239,509,239,90,66,1755
169,294,534,240,125,91,1391
175,301,546,245,126,93,1369
186,318,578,260,132,98,1423
207,348,632,284,141,107,1809
262,324,584,265,125,100,1538
272,332,598,271,126,102,1714
272,332,597,270,126,102,1834
286,348,626,284,131,107,1809
272,312,604,255,129,96,1756
463,474,842,316,162,110,2580
89,124,210,86,35,24,499
-268,-44,68,105,134,95,725
141,268,513,245,127,93,1471
388,523,793,270,135,102,1781
173,238,540,245,133,93,1419
536,523,786,270,126,102,1781
-176,-27,201,207,90,64,965
133,178,301,123,45,34,947
115,157,265,108,42,30,971
155,152,254,104,37,29,871
125,117,211,81,33,22,984
235,325,564,239,90,66,1262
273,262,548,228,91,63,1459
258,283,538,260,89,72,1271
332,318,604,249,94,69,1286
408,407,759,271,152,94,2101
410,428,759,284,152,99,2108
83,117,198,81,34,22,441
78,111,187,76,33,21,580
52,79,133,54,27,15,601
123,117,211,81,34,22,460
-284,-95,78,173,189,156,2615
-292,-53,72,121,144,110,2932
131,255,495,240,124,91,1454
194,255,528,240,124,91,1454
348,386,645,265,125,100,1613
-232,-65,171,225,91,69,4742
112,152,256,104,40,29,871
84,117,198,81,33,22,984
105,144,243,99,39,27,766
111,152,256,104,41,29,952
133,179,302,123,46,34,928
197,179,322,123,46,34,928
197,179,322,123,46,34,959
463,407,700,250,95,70,723
493,534,882,356,165,124,2476
402,420,745,279,149,97,2642
-189,-30,165,196,100,64,3139
86,114,201,75,56,24,549
58,90,160,60,51,19,656
50,239,412,173,189,156,927
31,187,322,135,156,122,940
26,145,280,105,134,95,725
46,187,343,135,156,122,940
326,336,628,253,116,83,1686
249,245,506,207,89,64,965
68,107,190,83,39,27,613
92,107,188,83,37,27,584
39,51,96,39,25,12,541
153,152,254,104,38,29,821
83,117,198,81,34,22,460
89,124,210,86,35,24,499
1,87,150,63,86,57,435
-6,63,107,44,69,40,496
-11,52,89,37,63,33,513
-3,74,126,52,77,47,509
-4,73,125,52,77,47,509
-6,75,137,54,79,49,427
-10,65,119,47,72,42,521
18,80,137,57,62,18,469
12,70,127,49,62,16,399
0,55,93,39,51,12,478
27,80,146,57,62,18,469
21,75,136,53,61,17,470
1,57,104,41,56,13,482
20,55,93,38,35,12,414
19,51,85,34,32,10,428
42,64,114,43,36,13,363
25,51,84,34,31,10,432
